House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
3,Bletchley Drive,Michael,Gallagher,75,Husband,Married,Male,Retired Cytogeneticist,None,Christian
3,Bletchley Drive,Tony,Gallagher,31,Son,Single,Male,Unemployed,None,Christian
3,Bletchley Drive,Glenn,Gallagher,30,Son,Single,Male,Pharmacologist,None,Christian
3,Bletchley Drive,Steven,Gallagher,29,Son,Single,Male,Regulatory affairs officer,None,Christian
3,Bletchley Drive,James,Preston,29,Son,Single,Male,Pharmacologist,None,None
4,Bletchley Drive,Georgina,Watson,18,Head,Single,Female,Student,None,NA
5,Bletchley Drive,Denise,Bishop,18,Head,Single,Female,University Student,None,Christian
5,Bletchley Drive,Pamela,Taylor,20,None,Single,Female,University Student,None,None
5,Bletchley Drive,William,Yates,19,None,Single,Male,University Student,None,Catholic
5,Bletchley Drive,Jeremy,Bennett,20,None,Single,Male,University Student,None,Methodist
5,Bletchley Drive,Hannah,Smith,19,None,Single,Female,University Student,None,Catholic
6,Bletchley Drive,Jordan,Johnson,55,Head,Married,Male,"Geneticist, molecular",None,Christian
6,Bletchley Drive,Lydia,Johnson,52,Wife,Married,Female,"Teacher, early years/pre",None,Christian
6,Bletchley Drive,Nigel,Johnson,5,Son,NA,Male,Student,None,NA
6,Bletchley Drive,Georgina,Johnson,2,Daughter,NA,Female,Child,None,NA
6,Bletchley Drive,Kate,Ryan,25,Lodger,Divorced,Female,Purchasing manager,None,None
7,Bletchley Drive,Barry,Smith,58,Head,Single,Male,Dietitian,None,Christian
7,Bletchley Drive,Ann,Barrett,50,Partner,Single,Female,Wellsite geologist,None,Christian
7,Bletchley Drive,Oliver,Smith,17,Son,NA,Male,Student,None,NA
7,Bletchley Drive,Brandon,Smith,17,Son,NA,Male,Student,None,NA
7,Bletchley Drive,Kayleigh,Smith,17,Daughter,NA,Female,Student,None,NA
8,Bletchley Drive,Peter,Smart,51,Head,Single,Male,Trading standards officer,None,None
9,Bletchley Drive,Lorraine,Byrne,49,Head,Single,Female,"Producer, television/film/video",None,None
9,Bletchley Drive,Andrea,Byrne,16,Daughter,NA,Female,Student,None,NA
10,Bletchley Drive,Bethan,Walker,35,Head,Single,Female,Town planner,None,Methodist
10,Bletchley Drive,Helen,Walker,2,Daughter,NA,Female,Child,None,NA
10,Bletchley Drive,Suzanne,Oliver,60,Lodger,Single,Female,"Engineer, control and instrumentation",None,None
10,Bletchley Drive,Gerard,Brooks,21,Lodger,Single,Male,Chartered legal executive (England and Wales),None,None
10,Bletchley Drive,Paige,Stevens,63,Lodger,Single,Female,"Psychotherapist, child",None,None
10,Bletchley Drive,Olivia,Woodward,41,Lodger,Single,Female,"Scientist, marine",None,None
10,Bletchley Drive,Nicholas,Harvey,42,Lodger,Single,Male,Counselling psychologist,None,Catholic
10,Bletchley Drive,Jade,Allen,24,Lodger,Divorced,Female,Best boy,None,None
10,Bletchley Drive,Julian,Barnett,47,Lodger,Single,Male,Community education officer,None,None
10,Bletchley Drive,Alison,Howells,30,Visitor,Single,Female,Scientific laboratory technician,None,Methodist
10,Bletchley Drive,Louis,McKenzie,55,Lodger,Single,Male,Soil scientist,None,Methodist
11,Bletchley Drive,Jemma,Chapman,42,Head,Single,Female,"Engineer, drilling",None,None
11,Bletchley Drive,Frances,Chapman,17,Daughter,NA,Female,Student,None,NA
11,Bletchley Drive,Hayley,Chapman,16,Adopted Daughter,NA,Female,Student,None,NA
11,Bletchley Drive,Geoffrey,Knight,10,Son,NA,Male,Student,None,NA
11,Bletchley Drive,Scott,Knight,9,Son,NA,Male,Student,None,NA
12,Bletchley Drive,Alexandra,Palmer,45,Head,Single,Female,"Surveyor, hydrographic",None,Christian
12,Bletchley Drive,Jay,McKenzie,23,Lodger,Single,Male,"Production designer, theatre/television/film",None,None
12,Bletchley Drive,Abdul,Wright,25,Lodger,Single,Male,Primary school teacher,None,None
12,Bletchley Drive,Amelia,Richardson,34,Lodger,Single,Female,Pensions consultant,None,Christian
12,Bletchley Drive,Dennis,Glover,42,Lodger,Single,Male,Actuary,None,Catholic
13,Bletchley Drive,Jodie,Lewis,63,Head,Married,Female,Unemployed,None,None
13,Bletchley Drive,Nicholas,Lewis,65,Husband,Married,Male,Higher education careers adviser,None,None
13,Bletchley Drive,Jacqueline,Lewis,29,Daughter,Divorced,Female,"Programmer, systems",None,None
13,Bletchley Drive,June,Lewis,27,Daughter,Single,Female,"Programme researcher, broadcasting/film/video",None,None
13,Bletchley Drive,Alan,Lewis,2,Son,NA,Male,Child,None,NA
14,Bletchley Drive,Julie,Wood,37,Head,Married,Female,International aid/development worker,None,None
14,Bletchley Drive,Gerard,Wood,42,Husband,Married,Male,"Scientist, research (maths)",None,None
14,Bletchley Drive,Thomas,Wood,12,Son,NA,Male,Student,None,NA
14,Bletchley Drive,Pamela,Wood,10,Daughter,NA,Female,Student,None,NA
14,Bletchley Drive,Marc,Wood,8,Adopted Son,NA,Male,Student,None,NA
15,Bletchley Drive,Alice,Wilson,32,Head,Married,Female,Arboriculturist,None,Muslim
15,Bletchley Drive,Martin,Wilson,34,Husband,Married,Male,Air traffic controller,None,Muslim
15,Bletchley Drive,Katherine,Wilson,3,Daughter,NA,Female,Child,Blind,NA
15,Bletchley Drive,Daniel,Wilson,0,Son,NA,Male,Child,None,NA
15,Bletchley Drive,Janice,Horton,59,Lodger,Single,Female,Agricultural consultant,None,Christian
15,Bletchley Drive,Eleanor,Chan,47,Lodger,Single,Female,Ranger/warden,None,Catholic
15,Bletchley Drive,Mark,Burton,42,Lodger,Single,Male,"Conservation officer, historic buildings",None,Christian
15,Bletchley Drive,Ashley,Porter,50,Lodger,Divorced,Male,Information officer,None,Christian
15,Bletchley Drive,Brandon,Matthews,61,Lodger,Divorced,Male,Unemployed,None,Muslim
15,Bletchley Drive,Leanne,Jarvis,27,Visitor,Single,Female,Information systems manager,None,Christian
16,Bletchley Drive,Garry,Burgess,69,Head,Married,Male,Retired Petroleum engineer,None,Christian
16,Bletchley Drive,Laura,Burgess,68,Wife,Married,Female,"Retired Teacher, early years/pre",None,None
16,Bletchley Drive,Mitchell,Kelly,17,Grandson,NA,Male,Student,None,NA
16,Bletchley Drive,Brandon,Barton-Kelly,15,Grandson,NA,Male,Student,None,NA
16,Bletchley Drive,Ashleigh,Barton-Kelly,11,Granddaughter,NA,Female,Student,None,NA
16,Bletchley Drive,Eleanor,Thomas,7,Granddaughter,NA,Female,Student,None,NA
16,Bletchley Drive,Jill,Webster,5,Granddaughter,NA,Female,Student,None,NA
16,Bletchley Drive,Kenneth,Webster,2,Grandson,NA,Male,Child,None,NA
16,Bletchley Drive,Lewis,Carey,55,Lodger,Divorced,Male,Seismic interpreter,None,Catholic
17,Bletchley Drive,Joseph,Carey,29,Head,Married,Male,Aeronautical engineer,None,None
17,Bletchley Drive,Pauline,Carey,26,Wife,Married,Female,"Education officer, environmental",None,None
17,Bletchley Drive,Katy,Savage,48,Lodger,Single,Female,"Lecturer, higher education",None,Christian
17,Bletchley Drive,Toby,Page,41,Lodger,Divorced,Male,Government social research officer,None,None
17,Bletchley Drive,Geraldine,Hill,19,Lodger,Divorced,Female,"Producer, radio",None,None
18,Bletchley Drive,Maureen,Smith,43,Head,Married,Female,Musician,None,Catholic
18,Bletchley Drive,Louis,Smith,49,Husband,Married,Male,Technical sales engineer,None,Catholic
18,Bletchley Drive,Kathleen,Smith,20,Daughter,Single,Female,University Student,None,Catholic
18,Bletchley Drive,Hollie,Smith,17,Daughter,NA,Female,Student,None,NA
19,Bletchley Drive,Kayleigh,Palmer,37,Head,Married,Female,"Scientist, clinical (histocompatibility and immunogenetics)",None,Christian
19,Bletchley Drive,Patrick,Palmer,37,Husband,Married,Male,Estate manager/land agent,None,Christian
19,Bletchley Drive,Scott,Palmer,0,Son,NA,Male,Child,None,NA
19,Bletchley Drive,Olivia,Palmer,0,Daughter,NA,Female,Child,None,NA
19,Bletchley Drive,Pamela,Newton,25,Lodger,Single,Female,Personal assistant,None,None
20,Bletchley Drive,Rosie,Jones,42,Head,Married,Female,"Engineer, electronics",None,Catholic
20,Bletchley Drive,Andrew,Jones,42,Husband,Married,Male,Production manager,None,Catholic
20,Bletchley Drive,Josephine,Jones,11,Daughter,NA,Female,Student,None,NA
20,Bletchley Drive,Vincent,Jones,7,Son,NA,Male,Student,None,NA
20,Bletchley Drive,Cheryl,Jones,6,Daughter,NA,Female,Student,None,NA
20,Bletchley Drive,Adrian,Jones,5,Son,NA,Male,Student,None, 
20,Bletchley Drive,Alexander,Owens,25,Lodger,Divorced,Male,English as a second language teacher,None,Catholic
20,Bletchley Drive,Rosemary,Wilson,34,Lodger,Single,Female,Music tutor,None,Sikh
20,Bletchley Drive,Clare,Carter,34,Lodger,Single,Female,Retail merchandiser,None,None
20,Bletchley Drive,Geoffrey,Anderson,32,Lodger,Single,Male,"Journalist, newspaper",None,None
20,Bletchley Drive,Luke,Evans,22,Lodger,Divorced,Male,Careers information officer,None,Christian
21,Bletchley Drive,Naomi,Robinson,66,Head,Married,Female,Clinical research associate,None,Christian
21,Bletchley Drive,Christopher,Robinson,69,Husband,Married,Male,Retired Hospital doctor,None,Christian
21,Bletchley Drive,Jack,Robinson,33,Son,Single,Male,Quality manager,None,None
21,Bletchley Drive,Jennifer,Robinson,30,Daughter,Single,Female,Logistics and distribution manager,None,Christian
21,Bletchley Drive,Duncan,Robinson,26,Son,Single,Male,Passenger transport manager,None,Christian
21,Bletchley Drive,Gail,Robinson,22,Daughter,Single,Female,University Student,None,Christian
21,Bletchley Drive,Francesca,Robinson,18,Daughter,Divorced,Female,Student,None,Christian
21,Bletchley Drive,Lydia,Robinson,17,Daughter,NA,Female,Student,None,NA
21,Bletchley Drive,Mathew,Robinson,13,Son,NA,Male,Student,None,NA
21,Bletchley Drive,Shane,Robinson,10,Son,NA,Male,Student,None,NA
21,Bletchley Drive,Leon,Robinson,8,Son,NA,Male,Student,None,NA
21,Bletchley Drive,Colin,Robinson,8,Adopted Son,NA,Male,Student,None,NA
21,Bletchley Drive,Naomi,Robinson,7,Daughter,NA,Female,Student,None,NA
21,Bletchley Drive,Leonard,Robinson,6,Son,NA,Male,Student,None,NA
21,Bletchley Drive,Clive,Hill,58,Lodger,Single,Male,"Teacher, music",None,Christian
21,Bletchley Drive,Sally,Elliott,27,Lodger,Single,Female,"Secretary, company",None,Methodist
21,Bletchley Drive,Shirley,Bates,49,Lodger,Divorced,Female,Television/film/video producer,None,None
21,Bletchley Drive,Lesley,Wilson,27,Lodger,Divorced,Female,"Loss adjuster, chartered",None,None
21,Bletchley Drive,William,Parker,34,Lodger,Single,Male,Unemployed,None,None
21,Bletchley Drive,Rosemary,Roberts,21,Cousin,Widowed,Female,University Student,None,None
22,Bletchley Drive,Jennifer,White,39,Head,Married,Female,Solicitor,None,None
22,Bletchley Drive,Norman,White,42,Husband,Married,Male,Unemployed,None,None
22,Bletchley Drive,Jeffrey,White,15,Son,NA,Male,Student,None,NA
22,Bletchley Drive,Reece,White,12,Son,NA,Male,Student,None,NA
1,Bassenthwaite Gardens,James,Rice,32,Head,Single,Male,Claims inspector/assessor,None,None
2,Bassenthwaite Gardens,Lynn,Wheeler,80,Head,Widowed,Female,Retired Systems developer,None,Methodist
3,Bassenthwaite Gardens,Vanessa,Turner,34,Head,Married,Female,Chiropractor,None,None
3,Bassenthwaite Gardens,Adrian,Turner,36,Husband,Married,Male,Tree surgeon,None,None
3,Bassenthwaite Gardens,Laura,Turner,0,Daughter,NA,Female,Child,None,NA
4,Bassenthwaite Gardens,Judith,Rogers,78,Head,Widowed,Female,Retired Oceanographer,None,Christian
5,Bassenthwaite Gardens,Paul,Hewitt,66,Head,Widowed,Male,Warden/ranger,None,Methodist
6,Bassenthwaite Gardens,Kenneth,Shaw,45,Head,Divorced,Male,Community pharmacist,None,None
7,Bassenthwaite Gardens,Anna,Watson,83,Head,Widowed,Female,"Retired Programmer, systems",None,None
8,Bassenthwaite Gardens,Alexandra,Smith,76,Head,Divorced,Female,Retired Database administrator,None,None
9,Bassenthwaite Gardens,Jamie,Heath,50,Head,Divorced,Male,"Physicist, medical",None,None
10,Bassenthwaite Gardens,Richard,Sharp,57,Head,Divorced,Male,Unemployed,None,Christian
11,Bassenthwaite Gardens,Denise,Edwards,42,Head,Divorced,Female,Camera operator,None,Christian
1,Archer Lock,Sara,Jones,37,Head,Married,Female,Research scientist (life sciences),None,Christian
1,Archer Lock,Jack,Jones,37,Husband,Married,Male,Animal technologist,None,Christian
1,Archer Lock,Martyn,Jones,8,Son,NA,Male,Student,None,NA
1,Archer Lock,Susan,Jones,8,Daughter,NA,Female,Student,None,NA
1,Archer Lock,Chloe,Jones,6,Daughter,NA,Female,Student,None,NA
2,Archer Lock,Katy,Patel,69,Head,Married,Female,Retired Health and safety adviser,None,Christian
2,Archer Lock,Frederick,Patel,75,Husband,Married,Male,Retired Drilling engineer,None,Christian
2,Archer Lock,Conor,Patel,25,Grandson,Divorced,Male,"Therapist, art",None,Christian
2,Archer Lock,Joanne,Patel,24,Granddaughter,Single,Female,Unemployed,None,Christian
2,Archer Lock,Aaron,Patel,24,Grandson,Single,Male,Network engineer,None,Christian
3,Archer Lock,Kelly,Cox,42,Head,Married,Female,"Engineer, structural",None,Methodist
3,Archer Lock,Arthur,Cox,44,Husband,Married,Male,Learning disability nurse,None,Methodist
3,Archer Lock,Amelia,Cox,6,Daughter,NA,Female,Student,None,NA
4,Archer Lock,Lynne,Rogers,47,Head,Married,Female,"Scientist, water quality",None,None
4,Archer Lock,Joseph,Rogers,45,Husband,Married,Male,Unemployed,None,None
5,Archer Lock,Ashleigh,Davis,60,Head,Married,Female,Unemployed,None,Christian
5,Archer Lock,Dean,Davis,64,Husband,Married,Male,Consulting civil engineer,None,Christian
5,Archer Lock,Victor,Grant,16,Grandson,NA,Male,Student,None,NA
6,Archer Lock,Amelia,Marsh,39,Head,Married,Female,Biomedical scientist,None,Christian
6,Archer Lock,Elliott,Marsh,39,Husband,Married,Male,"Teacher, secondary school",None,Christian
6,Archer Lock,Suzanne,Marsh,17,Daughter,NA,Female,Student,None,NA
7,Archer Lock,Chloe,Howe,88,Head,Widowed,Female,Retired Multimedia programmer,None,None
8,Archer Lock,Jamie,Henry,54,Head,Single,Male,Public house manager,None,Christian
8,Archer Lock,Kerry,Henry,11,Granddaughter,NA,Female,Student,None,NA
8,Archer Lock,Roger,Sharp,10,Grandson,NA,Male,Student,None,NA
8,Archer Lock,Andrea,King,8,Granddaughter,NA,Female,Student,None,NA
8,Archer Lock,Dorothy,Hall,5,Granddaughter,NA,Female,Student,None,NA
9,Archer Lock,Rebecca,Scott,44,Head,Divorced,Female,Newspaper journalist,None,None
9,Archer Lock,Sian,Scott,19,Daughter,Single,Female,University Student,None,None
10,Archer Lock,Geraldine,Kelly,50,Head,Married,Female,Local government officer,None,None
10,Archer Lock,Maurice,Kelly,50,Husband,Married,Male,Animal technologist,None,None
10,Archer Lock,Mohamed,Kelly,14,Son,NA,Male,Student,None,NA
11,Archer Lock,Gemma,Lloyd,38,Head,Single,Female,Retail buyer,None,Catholic
11,Archer Lock,Adam,Lloyd,2,Son,NA,Male,Child,None,NA
12,Archer Lock,Lesley,Campbell,27,Head,Married,Female,"Scientist, biomedical",None,Catholic
12,Archer Lock,Mohamed,Campbell,29,Husband,Married,Male,"Psychologist, counselling",None,Catholic
12,Archer Lock,Olivia,Campbell,11,Daughter,NA,Female,Student,None,NA
12,Archer Lock,Stephen,Campbell,11,Son,NA,Male,Student,None,NA
13,Archer Lock,Kieran,Armstrong,58,Head,Single,Male,"Biochemist, clinical",None,Christian
13,Archer Lock,Toby,Powell,41,None,Single,Male,Unemployed,None,None
13,Archer Lock,Lindsey,Hill,41,None,Single,Female,"Therapist, speech and language",None,None
14,Archer Lock,Brandon,Schofield,64,Head,Divorced,Male,Fashion designer,None,None
14,Archer Lock,Melanie,Schofield,28,Daughter,Single,Female,Production manager,None,None
14,Archer Lock,Christine,Schofield,28,Daughter,Divorced,Female,Dietitian,None,None
15,Archer Lock,Gareth,Andrews,54,Head,Single,Male,"Surveyor, minerals",None,Christian
15,Archer Lock,Eleanor,North,60,None,Single,Female,Scientific laboratory technician,None,Christian
15,Archer Lock,Gavin,Hancock,63,None,Single,Male,Armed forces technical officer,None,Christian
16,Archer Lock,Anna,Little,56,Head,Married,Female,"Scientist, water quality",Deaf,Catholic
16,Archer Lock,Toby,Little,62,Husband,Married,Male,Counsellor,None,Catholic
16,Archer Lock,Martin,Little,23,Son,Divorced,Male,Publishing copy,Mental Disability,Catholic
17,Archer Lock,Patricia,Hunter,30,Head,Single,Female,Unemployed,None,None
17,Archer Lock,Marc,Hunter,3,Son,NA,Male,Child,None,NA
17,Archer Lock,Nicholas,Leach-Hunter,0,Son,NA,Male,Child,None,NA
17,Archer Lock,Heather,West,24,Lodger,Single,Female,Banker,None,None
18,Archer Lock,Pamela,Rogers,42,Head,Married,Female,Sports therapist,None,None
18,Archer Lock,Declan,Rogers,36,Husband,Married,Male,"Optician, dispensing",None,None
18,Archer Lock,Adrian,Rogers,10,Son,NA,Male,Student,None,NA
19,Archer Lock,Beverley,Manning,45,Head,Single,Female,Unemployed,None,Catholic
19,Archer Lock,Craig,Manning,9,Son,NA,Male,Student,None,NA
19,Archer Lock,Mohamed,Manning,7,Son,NA,Male,Student,None,NA
20,Archer Lock,Tracy,Collins,45,Head,Married,Female,Glass blower/designer,None,Christian
20,Archer Lock,Malcolm,Collins,46,Husband,Married,Male,Unemployed,None,Christian
20,Archer Lock,Robin,Collins,9,Son,NA,Male,Student,None,NA
21,Archer Lock,Beverley,Davidson,49,Head,Married,Female,Mental health nurse,None,Christian
21,Archer Lock,Lawrence,Davidson,51,Husband,Married,Male,Outdoor activities/education manager,None,Christian
21,Archer Lock,Jessica,Davidson,17,Daughter,NA,Female,Student,None,NA
22,Archer Lock,Denise,James,34,Head,Single,Female,Chemical engineer,None,None
22,Archer Lock,Brett,James,5,Son,NA,Male,Student,None,NA
22,Archer Lock,Jemma,James,1,Daughter,NA,Female,Child,None,NA
22,Archer Lock,Nicholas,James,0,Son,NA,Male,Child,None,NA
23,Archer Lock,Ann,Miller,64,Head,Single,Female,Unemployed,None,Christian
23,Archer Lock,Craig,Robinson,53,None,Single,Male,Community arts worker,None,Christian
23,Archer Lock,Joan,Thomas,41,None,Single,Female,Optometrist,None,Christian
24,Archer Lock,Gordon,Bailey,54,Head,Married,Male,Quantity surveyor,None,None
24,Archer Lock,Carolyn,Bailey,51,Wife,Married,Female,Aeronautical engineer,None,None
24,Archer Lock,Iain,Bailey,20,Son,Single,Male,Nutritional therapist,None,None
24,Archer Lock,Mary,Bailey,16,Daughter,NA,Female,Student,None,NA
24,Archer Lock,Dale,Bailey,12,Son,NA,Male,Student,None,NA
25,Archer Lock,Claire,Warren,31,Head,Single,Female,Medical illustrator,None,Christian
